1 909.7784 1128.838
1 910.0784 1128.84
2 910.0783 1128.84
4 910.3782 1128.843
4 910.6782 1128.845
4 910.9782 1128.848
5 910.9781 1128.848
6 911.2781 1128.85
7 911.278 1128.85
8 911.578 1128.853
9 911.5779 1128.853
10 911.878 1128.856
10 912.178 1128.858
12 912.4778 1128.861
12 912.7778 1128.863
12 913.0778 1128.866
13 913.3777 1128.869
15 913.6776 1128.871
15 913.9776 1128.874
16 913.9775 1128.874
17 914.2775 1128.876
18 914.2773 1128.876
20 914.5771 1128.879
20 914.8771 1128.881
21 914.877 1128.881
22 915.1769 1128.884
23 915.4769 1128.887
24 915.4768 1128.887
26 915.7767 1128.889
26 916.0767 1128.892
27 916.0766 1128.892
28 916.3766 1128.894
30 916.6765 1128.897
30 916.9765 1128.9
31 916.9764 1128.9
32 917.2764 1128.902
33 917.2762 1128.902
34 917.5764 1128.905
36 917.8763 1128.907
36 918.1763 1128.91
37 918.1762 1128.91
38 918.4762 1128.913
39 918.4761 1128.913
41 918.776 1128.915
41 919.076 1128.918
42 919.0759 1128.918
43 919.3759 1128.92
44 919.6759 1128.923
46 919.9759 1128.926
46 920.2759 1128.928
47 920.5759 1128.931
48 920.5757 1128.931
49 920.8759 1128.933
51 921.1758 1128.936
51 921.4758 1128.938
52 921.4757 1128.938
53 921.7757 1128.941
54 921.7756 1128.941
56 922.0755 1128.944
56 922.3755 1128.946
57 922.3754 1128.946
58 922.6754 1128.949
59 922.9753 1128.951
61 923.2753 1128.954
61 923.5753 1128.957
62 923.8752 1128.959
63 924.1752 1128.962
64 924.1751 1128.962
66 924.475 1128.964
66 924.775 1128.967
67 924.7749 1128.967
68 925.075 1128.969
69 925.0748 1128.969
71 925.3748 1128.972
71 925.6747 1128.975
72 925.9747 1128.977
73 925.9746 1128.977
74 926.2747 1128.98
76 926.5746 1128.982
76 926.8746 1128.985
77 926.8745 1128.985
78 927.1745 1128.988
79 927.1744 1128.988
81 927.4743 1128.99
81 927.7743 1128.993
82 927.7742 1128.993
83 928.0742 1128.995
84 928.074 1128.995
86 928.3738 1128.998
86 928.6738 1129
87 928.9738 1129.003
88 929.2737 1129.006
89 929.5737 1129.008
91 929.8737 1129.011
91 930.1737 1129.013
92 930.4737 1129.016
93 930.4736 1129.016
95 930.7734 1129.019
95 931.0734 1129.021
96 931.0732 1129.021
97 931.3734 1129.024
98 931.373 1129.024
100 931.6729 1129.026
100 931.9729 1129.029
101 931.9728 1129.029
102 932.2728 1129.031
103 932.2727 1129.031
104 932.5727 1129.034
106 932.8726 1129.037
106 933.1725 1129.039
107 933.4725 1129.042
108 933.4724 1129.042
109 933.7723 1129.044
111 934.0723 1129.047
111 934.3723 1129.05
112 934.6722 1129.052
113 934.9722 1129.055
114 934.9721 1129.055
116 935.8717 1129.118
116 936.1699 1129.151
