radar_nis 66.7423
lidar_nis 0.268525
radar_nis 1.73103
lidar_nis 0.00751394
radar_nis 4.90524
lidar_nis 0.0982974
radar_nis 2.7677
lidar_nis 0.838343
radar_nis 0.132118
lidar_nis 9.08984
radar_nis 2.87046
lidar_nis 20.2867
radar_nis 8.62509
lidar_nis 16.5056
radar_nis 2.55246
lidar_nis 88.3241
radar_nis 3.52365
lidar_nis 44.2157
radar_nis 1.07953
lidar_nis 10.5497
radar_nis 5.6342
lidar_nis 11.9735
radar_nis 0.238464
lidar_nis 9.74511
radar_nis 1.33357
lidar_nis 10.491
radar_nis 7.33538
lidar_nis 11.8093
radar_nis 1.43903
lidar_nis 0.103251
radar_nis 5.99218
lidar_nis 5.94339
radar_nis 6.1965
lidar_nis 0.385197
radar_nis 4.40954
lidar_nis 34.4688
radar_nis 5.63989
lidar_nis 5.96608
radar_nis 2.21641
lidar_nis 6.95909
radar_nis 3.01748
lidar_nis 25.8601
radar_nis 1.74004
lidar_nis 3.26005
radar_nis 1.02435
lidar_nis 3.66667
radar_nis 0.585391
lidar_nis 20.2564
radar_nis 4.06216
lidar_nis 7.22194
radar_nis 5.46703
lidar_nis 14.688
radar_nis 0.411702
lidar_nis 2.61943
radar_nis 0.407065
lidar_nis 22.0309
radar_nis 3.50521
lidar_nis 8.0235
radar_nis 1.88273
lidar_nis 3.71804
radar_nis 1.08512
lidar_nis 4.51292
radar_nis 1.58356
lidar_nis 0.704527
radar_nis 0.396057
lidar_nis 5.01233
radar_nis 1.65053
lidar_nis 4.20962
radar_nis 1.26831
lidar_nis 1.70287
radar_nis 2.16742
lidar_nis 15.5675
radar_nis 0.401544
lidar_nis 6.06672
radar_nis 0.716874
lidar_nis 10.4593
radar_nis 0.234748
lidar_nis 10.0756
radar_nis 1.19116
lidar_nis 21.7772
radar_nis 4.62876
lidar_nis 28.8346
radar_nis 0.153739
lidar_nis 12.6968
radar_nis 2.44991
lidar_nis 17.302
radar_nis 1.13788
lidar_nis 40.2944
radar_nis 1.35434
lidar_nis 17.845
radar_nis 6.22504
lidar_nis 3.75342
radar_nis 5.86637
lidar_nis 10.1853
radar_nis 3.288
lidar_nis 3.22832
radar_nis 3.6601
lidar_nis 4.88549
radar_nis 7.37382
lidar_nis 15.7393
radar_nis 3.31344
lidar_nis 6.86757
radar_nis 2.63053
lidar_nis 5.39576
radar_nis 1.51192
lidar_nis 18.1839
radar_nis 2.98778
lidar_nis 7.85796
radar_nis 0.599054
lidar_nis 0.665893
radar_nis 1.43432
lidar_nis 8.84089
radar_nis 4.3937
lidar_nis 21.364
radar_nis 5.322
lidar_nis 12.399
radar_nis 1.02131
lidar_nis 5.77081
radar_nis 1.39715
lidar_nis 6.61754
radar_nis 0.169658
lidar_nis 3.98363
radar_nis 4.2676
lidar_nis 11.1167
radar_nis 4.57443
lidar_nis 18.8758
radar_nis 5.42466
lidar_nis 22.6917
radar_nis 1.43606
lidar_nis 9.49939
radar_nis 4.77195
lidar_nis 6.41181
radar_nis 1.39937
lidar_nis 1.94123
radar_nis 2.24631
lidar_nis 16.4842
radar_nis 3.23972
lidar_nis 9.66702
radar_nis 7.02511
lidar_nis 5.69027
radar_nis 1.6677
lidar_nis 2.7324
radar_nis 3.68011
lidar_nis 10.8794
radar_nis 4.82471
lidar_nis 0.00183388
radar_nis 3.41254
lidar_nis 17.2157
radar_nis 0.227988
lidar_nis 13.5816
radar_nis 0.690305
lidar_nis 1.81015
radar_nis 2.67018
lidar_nis 18.1537
radar_nis 2.10194
lidar_nis 3.38421
radar_nis 0.603648
lidar_nis 12.5253
radar_nis 0.985911
lidar_nis 5.27651
radar_nis 3.18007
lidar_nis 0.27221
radar_nis 4.43823
lidar_nis 35.9818
radar_nis 0.678121
lidar_nis 7.57244
radar_nis 0.326926
lidar_nis 1.09928
radar_nis 1.30103
lidar_nis 24.4582
radar_nis 3.64667
lidar_nis 15.0332
radar_nis 0.570044
lidar_nis 2.4792
radar_nis 2.82223
lidar_nis 7.6186
radar_nis 0.190104
lidar_nis 1.71849
radar_nis 0.498443
lidar_nis 2.38704
radar_nis 2.51318
lidar_nis 0.654067
radar_nis 2.2023
lidar_nis 15.7855
radar_nis 2.55951
lidar_nis 4.85827
radar_nis 2.33941
lidar_nis 5.51377
radar_nis 1.75527
lidar_nis 1.79341
radar_nis 0.501296
lidar_nis 2.88015
radar_nis 5.88191
lidar_nis 33.9807
radar_nis 2.97988
lidar_nis 5.47513
radar_nis 0.92832
lidar_nis 39.8695
radar_nis 6.3307
lidar_nis 5.04507
radar_nis 0.977158
lidar_nis 0.903359
radar_nis 3.91405
lidar_nis 26.4609
radar_nis 2.51877
lidar_nis 12.4885
radar_nis 1.52975
lidar_nis 3.79127
radar_nis 1.28107
lidar_nis 6.08409
radar_nis 3.77813
lidar_nis 12.893
radar_nis 1.45275
lidar_nis 2.47473
radar_nis 1.50482
lidar_nis 33.4656
radar_nis 0.726384
lidar_nis 16.675
radar_nis 0.933209
lidar_nis 19.9789
radar_nis 2.17131
lidar_nis 14.4196
radar_nis 2.80604
lidar_nis 3.76779
radar_nis 2.60052
lidar_nis 45.8388
radar_nis 1.
